video,condition,true_val,blockiness,zero_dct_ratio,grid_std,brisque
000040.mp4,h264_crf43,43,0.185788,0.750438,1.288704,54.256
000040.mp4,jpeg_q30,30,0.31627,0.939712,1.124346,54.7038
000040.mp4,jpeg_q60,60,0.22248,0.919005,1.451436,51.8703
000040.mp4,jpeg_q90,90,0.155699,0.84361,1.62231,52.4113
000041.mp4,clean,0,0.135385,0.712353,1.611947,52.4641
000041.mp4,h264_crf18,18,0.139646,0.672752,1.631698,48.9455
000041.mp4,h264_crf23,23,0.133935,0.701192,1.56206,53.509
000041.mp4,h264_crf28,28,0.139026,0.723792,1.59988,53.756
000041.mp4,h264_crf33,33,0.145981,0.736647,1.508729,54.7214
000041.mp4,h264_crf38,38,0.155646,0.745157,1.493039,53.7136
000041.mp4,h264_crf43,43,0.189544,0.756238,1.537281,54.7048
000041.mp4,jpeg_q60,60,0.22889,0.920041,1.32247,55.5104
000041.mp4,jpeg_q90,90,0.156935,0.845464,1.540344,54.0974
000042.mp4,clean,0,0.136201,0.715342,1.574677,52.8454
000042.mp4,h264_crf18,18,0.144558,0.654835,1.591132,49.1862
000042.mp4,h264_crf23,23,0.142372,0.697026,1.742336,52.256
000042.mp4,h264_crf28,28,0.138529,0.715063,1.735007,53.7497
000042.mp4,h264_crf33,33,0.137969,0.719228,1.686788,53.0446
000042.mp4,h264_crf38,38,0.162438,0.736667,1.513205,55.2224
000042.mp4,h264_crf43,43,0.206064,0.748844,1.469503,57.2653
000042.mp4,jpeg_q30,30,0.32355,0.940689,1.145859,56.2448
000042.mp4,jpeg_q60,60,0.231824,0.920261,1.336456,54.6984
000042.mp4,jpeg_q90,90,0.158335,0.844667,1.450336,53.2609
000043.mp4,clean,0,0.131283,0.723254,1.620122,53.6882
000043.mp4,h264_crf18,18,0.140331,0.683135,1.583822,50.0549
000043.mp4,h264_crf23,23,0.136118,0.718451,1.590192,53.3884
000043.mp4,h264_crf28,28,0.137652,0.731904,1.759393,55.7204
000043.mp4,h264_crf33,33,0.141578,0.744659,1.635646,55.404
000043.mp4,h264_crf38,38,0.156091,0.740992,1.630167,54.6608
000043.mp4,h264_crf43,43,0.200332,0.756756,1.395366,54.1022
000043.mp4,jpeg_q30,30,0.314624,0.940091,1.178813,57.112
000043.mp4,jpeg_q60,60,0.224261,0.922154,1.37054,56.2365
000043.mp4,jpeg_q90,90,0.155095,0.850147,1.557573,55.0998
000044.mp4,clean,0,0.13518,0.689912,1.492594,53.5861
000044.mp4,h264_crf18,18,0.139179,0.635443,1.478767,50.6144
000044.mp4,h264_crf23,23,0.14286,0.669663,1.569564,52.6652
000044.mp4,h264_crf28,28,0.142986,0.689593,1.5225,52.4577
000044.mp4,h264_crf33,33,0.144205,0.708905,1.484258,56.6432
000044.mp4,h264_crf38,38,0.154914,0.719288,1.435326,54.8806
000044.mp4,h264_crf43,43,0.185863,0.736727,1.273878,51.8283
000044.mp4,jpeg_q30,30,0.307642,0.937181,1.063241,55.0622
000044.mp4,jpeg_q90,90,0.152564,0.834901,1.47783,54.384
000045.mp4,clean,0,0.132824,0.706334,1.365502,55.3083
000045.mp4,h264_crf18,18,0.139125,0.675024,1.370058,53.7595
000045.mp4,h264_crf23,23,0.143612,0.709104,1.415301,55.5778
000045.mp4,h264_crf28,28,0.146782,0.72734,1.341137,56.7141
000045.mp4,h264_crf33,33,0.149724,0.734196,1.332617,57.6472
000045.mp4,h264_crf38,38,0.164776,0.734893,1.242099,55.2487
000045.mp4,h264_crf43,43,0.194166,0.749023,0.980409,54.2062
000045.mp4,jpeg_q60,60,0.217859,0.917211,1.150936,55.4128
000045.mp4,jpeg_q90,90,0.152355,0.843411,1.248086,56.4767
000046.mp4,clean,0,0.134856,0.706393,1.407671,53.5978
000046.mp4,h264_crf18,18,0.137516,0.662269,1.366122,50.8776
000046.mp4,h264_crf23,23,0.136574,0.696508,1.416224,54.9094
000046.mp4,h264_crf28,28,0.138518,0.722238,1.473694,55.6296
000046.mp4,h264_crf33,33,0.139514,0.73571,1.226768,56.8137
000046.mp4,h264_crf38,38,0.152031,0.733538,1.452153,55.6183
000046.mp4,h264_crf43,43,0.188871,0.73579,1.322833,54.093
000046.mp4,jpeg_q30,30,0.314528,0.937261,0.921972,57.3869
000046.mp4,jpeg_q60,60,0.220624,0.916414,1.205508,56.3469
000046.mp4,jpeg_q90,90,0.153278,0.842375,1.347576,54.8527
000047.mp4,clean,0,0.139436,0.695014,1.289785,52.3635
000047.mp4,h264_crf18,18,0.142332,0.647521,1.276526,49.1667
000047.mp4,h264_crf23,23,0.147299,0.689533,1.328527,53.2604
000047.mp4,h264_crf28,28,0.141842,0.703045,1.257167,54.2814
000047.mp4,h264_crf33,33,0.147595,0.715143,1.231813,54.0339
000047.mp4,h264_crf38,38,0.158354,0.73019,1.279704,55.7297
000047.mp4,h264_crf43,43,0.205807,0.736268,1.367825,52.0939
000047.mp4,jpeg_q30,30,0.312648,0.938098,0.898786,56.468
000047.mp4,jpeg_q60,60,0.222328,0.917969,1.089036,55.5861
000047.mp4,jpeg_q90,90,0.155816,0.841697,1.272865,53.5007
000048.mp4,clean,0,0.141106,0.706493,1.560422,48.8928
000048.mp4,h264_crf18,18,0.146921,0.669643,1.460233,48.2355
000048.mp4,h264_crf23,23,0.14739,0.693838,1.391558,47.5602
000048.mp4,h264_crf28,28,0.149416,0.715183,1.411406,50.6081
000048.mp4,h264_crf33,33,0.151418,0.726722,1.37992,51.6369
000048.mp4,h264_crf38,38,0.16268,0.74147,1.22376,53.3078
000048.mp4,h264_crf43,43,0.176705,0.741908,1.170645,51.1896
000048.mp4,jpeg_q30,30,0.315726,0.936683,1.191019,50.1545
000048.mp4,jpeg_q60,60,0.223733,0.915717,1.328777,51.1428
000048.mp4,jpeg_q90,90,0.159462,0.840163,1.488606,50.9904
000049.mp4,clean,0,0.134631,0.712233,1.42436,52.3351
000049.mp4,h264_crf18,18,0.144088,0.643674,1.379662,46.5314
000049.mp4,h264_crf23,23,0.144484,0.686424,1.439073,48.5178
000049.mp4,h264_crf28,28,0.13952,0.69894,1.329397,50.8278
000049.mp4,h264_crf33,33,0.149742,0.709522,1.315315,52.3107
000049.mp4,h264_crf38,38,0.150902,0.720703,1.344225,54.3957
000049.mp4,h264_crf43,43,0.183729,0.72156,1.304976,54.0275
000049.mp4,jpeg_q30,30,0.307703,0.93754,1.09096,56.4064
000049.mp4,jpeg_q60,60,0.223268,0.917789,1.213093,53.801
000049.mp4,jpeg_q90,90,0.155358,0.842953,1.348725,53.3517
000050.mp4,clean,0,0.135736,0.70446,1.443429,50.2849
000050.mp4,h264_crf18,18,0.141654,0.673529,1.414193,48.4811
000050.mp4,h264_crf23,23,0.139495,0.703145,1.332485,49.4997
000050.mp4,h264_crf28,28,0.146724,0.709283,1.258031,49.4748
000050.mp4,h264_crf33,33,0.147899,0.732083,1.183576,54.1813
000050.mp4,h264_crf38,38,0.151673,0.725526,1.238001,52.5651
000050.mp4,h264_crf43,43,0.188459,0.739896,1.097025,52.6281
000050.mp4,jpeg_q30,30,0.312678,0.936723,1.034999,53.1525
000050.mp4,jpeg_q60,60,0.220219,0.916414,1.22959,52.4103
000050.mp4,jpeg_q90,90,0.154019,0.841338,1.37256,51.4108
000051.mp4,clean,0,0.134639,0.697305,1.328587,50.0031
000051.mp4,h264_crf18,18,0.140174,0.678253,1.223543,48.736
000051.mp4,h264_crf23,23,0.134827,0.711555,1.212837,50.4675
000051.mp4,h264_crf28,28,0.138021,0.727718,1.209464,53.1413
000051.mp4,h264_crf33,33,0.140564,0.729213,1.279284,54.1144
000051.mp4,h264_crf38,38,0.15149,0.734475,1.21128,53.2717
000051.mp4,h264_crf43,43,0.183061,0.733697,1.22308,53.4655
000051.mp4,jpeg_q30,30,0.312241,0.936783,0.883441,53.6486
000051.mp4,jpeg_q60,60,0.216237,0.916833,1.043812,52.7834
000051.mp4,jpeg_q90,90,0.152271,0.839007,1.265598,51.7624
000052.mp4,clean,0,0.13825,0.697724,1.453991,52.4631
000052.mp4,h264_crf18,18,0.144158,0.655752,1.445046,48.4689
000052.mp4,h264_crf23,23,0.144562,0.689413,1.49319,50.881
000052.mp4,h264_crf28,28,0.143181,0.708646,1.560606,53.4694
000052.mp4,h264_crf33,33,0.144863,0.718252,1.598604,54.3693
000052.mp4,h264_crf38,38,0.153939,0.729094,1.327202,54.7121
000052.mp4,h264_crf43,43,0.175626,0.743064,1.673063,53.9006
000052.mp4,jpeg_q60,60,0.222886,0.914043,1.335111,55.2888
000052.mp4,jpeg_q90,90,0.156685,0.836515,1.392327,52.8
000053.mp4,clean,0,0.14007,0.705437,1.547053,53.2443
000053.mp4,h264_crf18,18,0.148933,0.663524,1.604472,50.2097
000053.mp4,h264_crf23,23,0.146457,0.689493,1.647715,51.6496
000053.mp4,h264_crf28,28,0.146452,0.703643,1.578178,52.6218
000053.mp4,h264_crf33,33,0.148057,0.717933,1.622407,54.6423
000053.mp4,h264_crf38,38,0.162213,0.731465,1.483596,54.3918
000053.mp4,h264_crf43,43,0.188266,0.729891,1.714176,55.3151
000053.mp4,jpeg_q30,30,0.318541,0.936822,1.03324,56.6389
000053.mp4,jpeg_q60,60,0.225597,0.916614,1.333458,56.8693
000053.mp4,jpeg_q90,90,0.159933,0.839664,1.471803,54.1833
000054.mp4,clean,0,0.145494,0.691327,1.448042,53.7307
000054.mp4,h264_crf18,18,0.151431,0.666175,1.439764,49.9152
000054.mp4,h264_crf23,23,0.147108,0.699,1.51348,53.2023
000054.mp4,h264_crf28,28,0.149524,0.714904,1.54294,53.5026
000054.mp4,h264_crf33,33,0.14545,0.724629,1.454147,55.3923
000054.mp4,h264_crf38,38,0.155725,0.735551,1.391122,56.7487
000054.mp4,h264_crf43,43,0.192004,0.742666,1.399062,55.4562
000054.mp4,jpeg_q30,30,0.330956,0.937022,1.032796,58.1974
000054.mp4,jpeg_q60,60,0.229183,0.916175,1.251997,55.8996
000054.mp4,jpeg_q90,90,0.167314,0.839066,1.343533,55.3264
000055.mp4,clean,0,0.140736,0.704341,1.584459,53.7892
000055.mp4,h264_crf18,18,0.148963,0.642299,1.5371,48.4308
000055.mp4,h264_crf23,23,0.146957,0.678352,1.64038,50.3806
000055.mp4,h264_crf28,28,0.152397,0.691944,1.614196,51.5461
000055.mp4,h264_crf33,33,0.14806,0.70735,1.549203,52.3869
000055.mp4,h264_crf38,38,0.15558,0.727958,1.485273,54.0427
000055.mp4,h264_crf43,43,0.195566,0.7442,1.39904,52.7849
000055.mp4,jpeg_q30,30,0.318168,0.936663,1.090577,53.5612
000055.mp4,jpeg_q60,60,0.226233,0.916195,1.244359,56.3498
000055.mp4,jpeg_q90,90,0.158828,0.839824,1.468072,53.8181
000056.mp4,clean,0,0.136695,0.713768,1.363032,56.1276
000056.mp4,h264_crf18,18,0.137892,0.683733,1.387024,54.2165
000056.mp4,h264_crf23,23,0.135999,0.706433,1.536517,54.7536
000056.mp4,h264_crf28,28,0.137298,0.720843,1.451636,56.2961
000056.mp4,h264_crf33,33,0.14111,0.72728,1.461711,56.674
000056.mp4,h264_crf38,38,0.150392,0.725068,1.510425,55.1354
000056.mp4,h264_crf43,43,0.184598,0.740673,1.496592,55.3474
000056.mp4,jpeg_q30,30,0.309477,0.938158,1.134067,56.9064
000056.mp4,jpeg_q90,90,0.154875,0.843331,1.325369,57.3351
000057.mp4,clean,0,0.129594,0.701311,1.652662,54.3117
000057.mp4,h264_crf18,18,0.135269,0.654935,1.538514,51.4084
000057.mp4,h264_crf23,23,0.131336,0.692084,1.587143,55.2165
000057.mp4,h264_crf28,28,0.134782,0.716976,1.631005,57.1442
000057.mp4,h264_crf33,33,0.138573,0.72435,1.692321,57.9401
000057.mp4,h264_crf38,38,0.149,0.726582,1.593015,57.465
000057.mp4,h264_crf43,43,0.192443,0.734116,1.588063,53.0314
000057.mp4,jpeg_q30,30,0.304461,0.938297,1.23702,57.2199
000057.mp4,jpeg_q90,90,0.149146,0.842076,1.521075,54.6183
000058.mp4,clean,0,0.139927,0.702726,1.603029,57.6506
000058.mp4,h264_crf18,18,0.138267,0.677236,1.594091,55.9421
000058.mp4,h264_crf23,23,0.137433,0.709423,1.480434,58.5534
000058.mp4,h264_crf28,28,0.136621,0.717136,1.653311,57.8581
000058.mp4,h264_crf33,33,0.145159,0.724051,1.580849,58.3615
000058.mp4,h264_crf38,38,0.153297,0.727519,1.72969,59.8698
000058.mp4,h264_crf43,43,0.185622,0.744998,1.577917,56.6745
000058.mp4,jpeg_q30,30,0.317399,0.938277,1.189885,60.7267
000058.mp4,jpeg_q60,60,0.224931,0.918846,1.421614,58.277
000058.mp4,jpeg_q90,90,0.158624,0.842913,1.608032,59.506
000059.mp4,clean,0,0.133475,0.714923,1.562537,58.655
000059.mp4,h264_crf18,18,0.141947,0.645049,1.543178,54.1765
000059.mp4,h264_crf23,23,0.13823,0.675263,1.520099,55.3762
000059.mp4,h264_crf28,28,0.13579,0.697325,1.711647,54.9518
000059.mp4,h264_crf33,33,0.147037,0.712233,1.707219,56.8503
000059.mp4,h264_crf38,38,0.150817,0.723334,1.718029,59.6589
000059.mp4,h264_crf43,43,0.183537,0.743961,1.542808,56.8503
000059.mp4,jpeg_q30,30,0.322926,0.939553,1.176564,58.2556
000059.mp4,jpeg_q60,60,0.222948,0.919105,1.39294,59.4421
000059.mp4,jpeg_q90,90,0.153148,0.847577,1.537986,59.966
000060.mp4,clean,0,0.137687,0.709204,1.580937,57.903
000060.mp4,h264_crf18,18,0.138128,0.648976,1.637162,53.6584
000060.mp4,h264_crf23,23,0.142076,0.677834,1.574121,55.7228
000060.mp4,h264_crf28,28,0.141445,0.69591,1.603018,55.6369
000060.mp4,h264_crf33,33,0.146193,0.716677,1.713751,57.1262
000060.mp4,h264_crf38,38,0.153421,0.726164,1.599913,59.1833
000060.mp4,h264_crf43,43,0.192883,0.745954,1.466734,56.8532
000060.mp4,jpeg_q90,90,0.159046,0.845324,1.572583,59.465
