video,codec,crf,ok,bitrate,size,psnr
000000.mp4,h264,18,1,137222,78903,
000000.mp4,h264,28,1,45803,26337,
000000.mp4,h264,38,1,17363,9984,
000000.mp4,hevc,18,1,122217,70275,
000000.mp4,hevc,28,1,42349,24351,
000000.mp4,hevc,38,1,20721,11915,
000000.mp4,av1,20,1,104304,59975,
000000.mp4,av1,30,1,64751,37232,
000000.mp4,av1,40,1,38326,22038,
000001.mp4,h264,18,1,117831,60683,
000001.mp4,h264,28,1,37780,19457,
000001.mp4,h264,38,1,15100,7777,
000001.mp4,hevc,18,1,104454,53794,
000001.mp4,hevc,28,1,37163,19139,
000001.mp4,hevc,38,1,19687,10139,
000001.mp4,av1,20,1,88774,45719,
000001.mp4,av1,30,1,55992,28836,
000001.mp4,av1,40,1,34246,17637,
000002.mp4,h264,18,1,98556,57163,
000002.mp4,h264,28,1,33232,19275,
000002.mp4,h264,38,1,14036,8141,
000002.mp4,hevc,18,1,87572,50792,
000002.mp4,hevc,28,1,33089,19192,
000002.mp4,hevc,38,1,18432,10691,
000002.mp4,av1,20,1,75348,43702,
000002.mp4,av1,30,1,48684,28237,
000002.mp4,av1,40,1,30937,17944,
000003.mp4,h264,18,1,99392,52181,
000003.mp4,h264,28,1,34784,18262,
000003.mp4,h264,38,1,14455,7589,
000003.mp4,hevc,18,1,90889,47717,
000003.mp4,hevc,28,1,34716,18226,
000003.mp4,hevc,38,1,19350,10159,
000003.mp4,av1,20,1,79459,41716,
000003.mp4,av1,30,1,51005,26778,
000003.mp4,av1,40,1,31965,16782,
000004.mp4,h264,18,1,99178,56532,
000004.mp4,h264,28,1,33119,18878,
000004.mp4,h264,38,1,13970,7963,
000004.mp4,hevc,18,1,85877,48950,
000004.mp4,hevc,28,1,32843,18721,
000004.mp4,hevc,38,1,18771,10700,
000004.mp4,av1,20,1,76000,43320,
000004.mp4,av1,30,1,48694,27756,
000004.mp4,av1,40,1,30971,17654,
000005.mp4,h264,18,1,130310,225438,
000005.mp4,h264,28,1,40209,69563,
000005.mp4,h264,38,1,15576,26947,
000005.mp4,hevc,18,1,123777,214135,
000005.mp4,hevc,28,1,40476,70025,
000005.mp4,hevc,38,1,18250,31574,
000005.mp4,av1,20,1,111160,192308,
000005.mp4,av1,30,1,69436,120126,
000005.mp4,av1,40,1,41193,71264,
000006.mp4,h264,18,1,115532,195828,
000006.mp4,h264,28,1,37549,63646,
000006.mp4,h264,38,1,15394,26093,
000006.mp4,hevc,18,1,109984,186423,
000006.mp4,hevc,28,1,38241,64820,
000006.mp4,hevc,38,1,17785,30147,
000006.mp4,av1,20,1,101112,171386,
000006.mp4,av1,30,1,63557,107730,
000006.mp4,av1,40,1,38723,65636,
000008.mp4,h264,18,1,112720,191624,
000008.mp4,h264,28,1,37882,64400,
000008.mp4,h264,38,1,15507,26362,
000008.mp4,hevc,18,1,111450,189465,
000008.mp4,hevc,28,1,38383,65252,
000008.mp4,hevc,38,1,18085,30746,
000008.mp4,av1,20,1,102481,174219,
000008.mp4,av1,30,1,64264,109249,
000008.mp4,av1,40,1,38918,66162,
000009.mp4,h264,18,1,114808,204934,
000009.mp4,h264,28,1,37419,66793,
000009.mp4,h264,38,1,15184,27105,
000009.mp4,hevc,18,1,110038,196418,
000009.mp4,hevc,28,1,37721,67332,
000009.mp4,hevc,38,1,17863,31887,
000009.mp4,av1,20,1,100518,179425,
000009.mp4,av1,30,1,62978,112417,
000009.mp4,av1,40,1,38516,68752,
000010.mp4,h264,18,1,114841,199824,
000010.mp4,h264,28,1,37628,65474,
000010.mp4,h264,38,1,15307,26635,
000010.mp4,hevc,18,1,110460,192201,
000010.mp4,hevc,28,1,37925,65990,
000010.mp4,hevc,38,1,17832,31029,
000010.mp4,av1,20,1,101301,176265,
000010.mp4,av1,30,1,63879,111151,
000010.mp4,av1,40,1,38659,67267,
000011.mp4,h264,18,1,115302,204662,
000011.mp4,h264,28,1,37650,66829,
000011.mp4,h264,38,1,15162,26913,
000011.mp4,hevc,18,1,110846,196753,
000011.mp4,hevc,28,1,37975,67406,
000011.mp4,hevc,38,1,17841,31669,
000011.mp4,av1,20,1,100443,178288,
000011.mp4,av1,30,1,63362,112469,
000011.mp4,av1,40,1,38487,68316,
000012.mp4,h264,18,1,134548,127148,
000012.mp4,h264,28,1,42462,40127,
000012.mp4,h264,38,1,17295,16344,
000012.mp4,hevc,18,1,126390,119439,
000012.mp4,hevc,28,1,43232,40855,
000012.mp4,hevc,38,1,20638,19503,
000012.mp4,av1,20,1,115196,108861,
000012.mp4,av1,30,1,71095,67185,
000012.mp4,av1,40,1,42565,40224,
000013.mp4,h264,18,1,118460,119645,
000013.mp4,h264,28,1,39100,39491,
000013.mp4,h264,38,1,16466,16631,
000013.mp4,hevc,18,1,110585,111691,
000013.mp4,hevc,28,1,39745,40143,
000013.mp4,hevc,38,1,19523,19719,
000013.mp4,av1,20,1,102735,103763,
000013.mp4,av1,30,1,64763,65411,
000013.mp4,av1,40,1,39298,39691,
000014.mp4,h264,18,1,121863,116380,
000014.mp4,h264,28,1,39915,38119,
000014.mp4,h264,38,1,16651,15902,
000014.mp4,hevc,18,1,113858,108735,
000014.mp4,hevc,28,1,40851,39013,
000014.mp4,hevc,38,1,20018,19118,
000014.mp4,av1,20,1,104886,100167,
000014.mp4,av1,30,1,66668,63668,
000014.mp4,av1,40,1,40458,38638,
000015.mp4,h264,18,1,119011,119011,
000015.mp4,h264,28,1,39046,39046,
000015.mp4,h264,38,1,16396,16396,
000015.mp4,hevc,18,1,111164,111164,
000015.mp4,hevc,28,1,39988,39988,
000015.mp4,hevc,38,1,19577,19577,
000015.mp4,av1,20,1,102561,102561,
000015.mp4,av1,30,1,65317,65317,
000015.mp4,av1,40,1,39556,39556,
000016.mp4,h264,18,1,153519,125886,
000016.mp4,h264,28,1,52014,42652,
000016.mp4,h264,38,1,21342,17501,
000016.mp4,hevc,18,1,143269,117481,
000016.mp4,hevc,28,1,49778,40818,
000016.mp4,hevc,38,1,23121,18960,
000016.mp4,av1,20,1,129817,106450,
000016.mp4,av1,30,1,80175,65744,
000016.mp4,av1,40,1,47037,38571,
000017.mp4,h264,18,1,125140,116381,
000017.mp4,h264,28,1,43954,40878,
000017.mp4,h264,38,1,18400,17112,
000017.mp4,hevc,18,1,122404,113836,
000017.mp4,hevc,28,1,43893,40821,
000017.mp4,hevc,38,1,21175,19693,
000017.mp4,av1,20,1,114631,106607,
000017.mp4,av1,30,1,72262,67204,
000017.mp4,av1,40,1,43551,40503,
000018.mp4,h264,18,1,135650,113268,
000018.mp4,h264,28,1,47198,39411,
000018.mp4,h264,38,1,19883,16603,
000018.mp4,hevc,18,1,130950,109344,
000018.mp4,hevc,28,1,47144,39366,
000018.mp4,hevc,38,1,22269,18595,
000018.mp4,av1,20,1,120930,100977,
000018.mp4,av1,30,1,76704,64048,
000018.mp4,av1,40,1,45390,37901,
000019.mp4,h264,18,1,130684,113042,
000019.mp4,h264,28,1,45455,39319,
000019.mp4,h264,38,1,19183,16594,
000019.mp4,hevc,18,1,126504,109426,
000019.mp4,hevc,28,1,45467,39329,
000019.mp4,hevc,38,1,21500,18598,
000019.mp4,av1,20,1,115769,100141,
000019.mp4,av1,30,1,73094,63227,
000019.mp4,av1,40,1,44138,38180,
000020.mp4,h264,18,1,140983,134639,
000020.mp4,h264,28,1,46603,44506,
000020.mp4,h264,38,1,18674,17834,
000020.mp4,hevc,18,1,135924,129808,
000020.mp4,hevc,28,1,45474,43428,
000020.mp4,hevc,38,1,21019,20074,
000020.mp4,av1,20,1,122651,117132,
000020.mp4,av1,30,1,75837,72425,
000020.mp4,av1,40,1,45653,43599,
000021.mp4,h264,18,1,119228,123998,
000021.mp4,h264,28,1,40520,42141,
000021.mp4,h264,38,1,16998,17678,
000021.mp4,hevc,18,1,116701,121370,
000021.mp4,hevc,28,1,41158,42805,
000021.mp4,hevc,38,1,19867,20662,
000021.mp4,av1,20,1,106928,111206,
000021.mp4,av1,30,1,67559,70262,
000021.mp4,av1,40,1,40805,42438,
000022.mp4,h264,18,1,122717,118422,
000022.mp4,h264,28,1,42150,40675,
000022.mp4,h264,38,1,17415,16806,
000022.mp4,hevc,18,1,122083,117811,
000022.mp4,hevc,28,1,42921,41419,
000022.mp4,hevc,38,1,20572,19852,
000022.mp4,av1,20,1,111602,107696,
000022.mp4,av1,30,1,70461,67995,
000022.mp4,av1,40,1,42568,41079,
000023.mp4,h264,18,1,115607,120232,
000023.mp4,h264,28,1,40120,41725,
000023.mp4,h264,38,1,16571,17234,
000023.mp4,hevc,18,1,116605,121270,
000023.mp4,hevc,28,1,40902,42539,
000023.mp4,hevc,38,1,19780,20572,
000023.mp4,av1,20,1,107688,111996,
000023.mp4,av1,30,1,67797,70509,
000023.mp4,av1,40,1,40681,42309,
000024.mp4,h264,18,1,143648,165196,
000024.mp4,h264,28,1,47619,54762,
000024.mp4,h264,38,1,19122,21991,
000024.mp4,hevc,18,1,137483,158106,
000024.mp4,hevc,28,1,46703,53709,
000024.mp4,hevc,38,1,20984,24132,
000024.mp4,av1,20,1,123893,142478,
000024.mp4,av1,30,1,76329,87779,
000024.mp4,av1,40,1,45520,52348,
000025.mp4,h264,18,1,125580,152580,
000025.mp4,h264,28,1,42660,51832,
000025.mp4,h264,38,1,17615,21403,
000025.mp4,hevc,18,1,121316,147399,
000025.mp4,hevc,28,1,43056,52314,
000025.mp4,hevc,38,1,19926,24211,
000025.mp4,av1,20,1,111959,136031,
000025.mp4,av1,30,1,69991,85040,
000025.mp4,av1,40,1,42223,51301,
000026.mp4,h264,18,1,128515,149078,
000026.mp4,h264,28,1,43725,50722,
000026.mp4,h264,38,1,17927,20796,
000026.mp4,hevc,18,1,125677,145786,
000026.mp4,hevc,28,1,44170,51238,
000026.mp4,hevc,38,1,20279,23524,
000026.mp4,av1,20,1,114028,132273,
000026.mp4,av1,30,1,71331,82744,
000026.mp4,av1,40,1,43026,49911,
000027.mp4,h264,18,1,123486,150653,
000027.mp4,h264,28,1,41799,50995,
000027.mp4,h264,38,1,17311,21120,
000027.mp4,hevc,18,1,120278,146740,
000027.mp4,hevc,28,1,42686,52077,
000027.mp4,hevc,38,1,19872,24244,
000027.mp4,av1,20,1,110863,135254,
000027.mp4,av1,30,1,69615,84931,
000027.mp4,av1,40,1,41549,50690,
000028.mp4,h264,18,1,108532,97679,
000028.mp4,h264,28,1,31876,28689,
000028.mp4,h264,38,1,13043,11739,
000028.mp4,hevc,18,1,103637,93274,
000028.mp4,hevc,28,1,34214,30793,
000028.mp4,hevc,38,1,17002,15302,
000028.mp4,av1,20,1,92331,83098,
000028.mp4,av1,30,1,57402,51662,
000028.mp4,av1,40,1,34667,31201,
000029.mp4,h264,18,1,91382,90926,
000029.mp4,h264,28,1,28736,28593,
000029.mp4,h264,38,1,12303,12242,
000029.mp4,hevc,18,1,88408,87966,
000029.mp4,hevc,28,1,31221,31065,
000029.mp4,hevc,38,1,16192,16112,
000029.mp4,av1,20,1,82288,81877,
000029.mp4,av1,30,1,51623,51365,
000029.mp4,av1,40,1,31912,31753,
000030.mp4,h264,18,1,95684,87073,
000030.mp4,h264,28,1,30151,27438,
000030.mp4,h264,38,1,12693,11551,
000030.mp4,hevc,18,1,92778,84428,
000030.mp4,hevc,28,1,32452,29532,
000030.mp4,hevc,38,1,16678,15177,
000030.mp4,av1,20,1,84905,77264,
000030.mp4,av1,30,1,53448,48638,
000030.mp4,av1,40,1,33424,30416,
000031.mp4,h264,18,1,89238,88792,
000031.mp4,h264,28,1,28217,28076,
000031.mp4,h264,38,1,12089,12029,
000031.mp4,hevc,18,1,86632,86199,
000031.mp4,hevc,28,1,30532,30380,
000031.mp4,hevc,38,1,16137,16057,
000031.mp4,av1,20,1,81311,80905,
000031.mp4,av1,30,1,50636,50383,
000031.mp4,av1,40,1,31340,31184,
000032.mp4,h264,18,1,147954,98390,
000032.mp4,h264,28,1,48407,32191,
000032.mp4,h264,38,1,20184,13423,
000032.mp4,hevc,18,1,137854,91673,
000032.mp4,hevc,28,1,48748,32418,
000032.mp4,hevc,38,1,23353,15530,
000032.mp4,av1,20,1,124911,83066,
000032.mp4,av1,30,1,77618,51616,
000032.mp4,av1,40,1,45900,30524,
000033.mp4,h264,18,1,115778,90307,
000033.mp4,h264,28,1,41034,32007,
000033.mp4,h264,38,1,17374,13552,
000033.mp4,hevc,18,1,115273,89913,
000033.mp4,hevc,28,1,42388,33063,
000033.mp4,hevc,38,1,20962,16351,
000033.mp4,av1,20,1,106169,82812,
000033.mp4,av1,30,1,66735,52054,
000033.mp4,av1,40,1,39811,31053,
000034.mp4,h264,18,1,126109,85124,
000034.mp4,h264,28,1,45072,30424,
000034.mp4,h264,38,1,18988,12817,
000034.mp4,hevc,18,1,126023,85066,
000034.mp4,hevc,28,1,46197,31183,
000034.mp4,hevc,38,1,22758,15362,
000034.mp4,av1,20,1,113482,76601,
000034.mp4,av1,30,1,71328,48147,
000034.mp4,av1,40,1,42517,28699,
000035.mp4,h264,18,1,111796,88878,
000035.mp4,h264,28,1,39157,31130,
000035.mp4,h264,38,1,16874,13415,
000035.mp4,hevc,18,1,111337,88513,
000035.mp4,hevc,28,1,40677,32339,
000035.mp4,hevc,38,1,20622,16395,
000035.mp4,av1,20,1,103844,82556,
000035.mp4,av1,30,1,64179,51023,
000035.mp4,av1,40,1,38553,30650,
000036.mp4,h264,18,1,127476,76486,
000036.mp4,h264,28,1,43160,25896,
000036.mp4,h264,38,1,18313,10988,
000036.mp4,hevc,18,1,126705,76023,
000036.mp4,hevc,28,1,44626,26776,
000036.mp4,hevc,38,1,22140,13284,
000036.mp4,av1,20,1,112063,67238,
000036.mp4,av1,30,1,70218,42131,
000036.mp4,av1,40,1,42703,25622,
000037.mp4,h264,18,1,113593,71564,
000037.mp4,h264,28,1,40171,25308,
000037.mp4,h264,38,1,17161,10812,
000037.mp4,hevc,18,1,113328,71397,
000037.mp4,hevc,28,1,41836,26357,
000037.mp4,hevc,38,1,21301,13420,
000037.mp4,av1,20,1,101923,64212,
000037.mp4,av1,30,1,64358,40546,
000037.mp4,av1,40,1,39807,25079,
000038.mp4,h264,18,1,117009,71376,
000038.mp4,h264,28,1,40811,24895,
000038.mp4,h264,38,1,17921,10932,
000038.mp4,hevc,18,1,115447,70423,
000038.mp4,hevc,28,1,42604,25989,
000038.mp4,hevc,38,1,21513,13123,
000038.mp4,av1,20,1,104113,63509,
000038.mp4,av1,30,1,65672,40060,
000038.mp4,av1,40,1,40177,24508,
000039.mp4,h264,18,1,113703,71633,
000039.mp4,h264,28,1,39285,24750,
000039.mp4,h264,38,1,17104,10776,
000039.mp4,hevc,18,1,110579,69665,
000039.mp4,hevc,28,1,41222,25970,
000039.mp4,hevc,38,1,21209,13362,
000039.mp4,av1,20,1,100196,63124,
000039.mp4,av1,30,1,63690,40125,
000039.mp4,av1,40,1,39303,24761,
000040.mp4,h264,18,1,146436,72486,
000040.mp4,h264,28,1,48810,24161,
000040.mp4,h264,38,1,19852,9827,
000040.mp4,hevc,18,1,140329,69463,
000040.mp4,hevc,28,1,49971,24736,
000040.mp4,hevc,38,1,24470,12113,
000040.mp4,av1,20,1,121660,60222,
000040.mp4,av1,30,1,75422,37334,
000040.mp4,av1,40,1,44824,22188,
000041.mp4,h264,18,1,121790,63940,
000041.mp4,h264,28,1,42742,22440,
000041.mp4,h264,38,1,18862,9903,
000041.mp4,hevc,18,1,126060,66182,
000041.mp4,hevc,28,1,46622,24477,
000041.mp4,hevc,38,1,23272,12218,
000041.mp4,av1,20,1,110358,57938,
000041.mp4,av1,30,1,69735,36611,
000041.mp4,av1,40,1,42146,22127,
000042.mp4,h264,18,1,124000,62620,
000042.mp4,h264,28,1,44722,22585,
000042.mp4,h264,38,1,19001,9596,
000042.mp4,hevc,18,1,124215,62729,
000042.mp4,hevc,28,1,46396,23430,
000042.mp4,hevc,38,1,23590,11913,
000042.mp4,av1,20,1,111023,56067,
000042.mp4,av1,30,1,69651,35174,
000042.mp4,av1,40,1,42578,21502,
000043.mp4,h264,18,1,123906,63812,
000043.mp4,h264,28,1,43592,22450,
000043.mp4,h264,38,1,18908,9738,
000043.mp4,hevc,18,1,122910,63299,
000043.mp4,hevc,28,1,45889,23633,
000043.mp4,hevc,38,1,23588,12148,
000043.mp4,av1,20,1,108774,56019,
000043.mp4,av1,30,1,68297,35173,
000043.mp4,av1,40,1,41427,21335,
000044.mp4,h264,18,1,158035,148553,
000044.mp4,h264,28,1,51901,48787,
000044.mp4,h264,38,1,21265,19990,
000044.mp4,hevc,18,1,148953,140016,
000044.mp4,hevc,28,1,52535,49383,
000044.mp4,hevc,38,1,24023,22582,
000044.mp4,av1,20,1,140052,131649,
000044.mp4,av1,30,1,87779,82513,
000044.mp4,av1,40,1,52275,49139,
000045.mp4,h264,18,1,138228,135464,
000045.mp4,h264,28,1,47210,46266,
000045.mp4,h264,38,1,19686,19293,
000045.mp4,hevc,18,1,134312,131626,
000045.mp4,hevc,28,1,48786,47811,
000045.mp4,hevc,38,1,22825,22369,
000045.mp4,av1,20,1,127518,124968,
000045.mp4,av1,30,1,79621,78029,
000045.mp4,av1,40,1,48062,47101,
000046.mp4,h264,18,1,139938,132242,
000046.mp4,h264,28,1,47809,45180,
000046.mp4,h264,38,1,19706,18623,
000046.mp4,hevc,18,1,137561,129996,
000046.mp4,hevc,28,1,49702,46969,
000046.mp4,hevc,38,1,23227,21950,
000046.mp4,av1,20,1,131073,123864,
000046.mp4,av1,30,1,82668,78122,
000046.mp4,av1,40,1,49740,47005,
000047.mp4,h264,18,1,135365,132658,
000047.mp4,h264,28,1,47129,46187,
000047.mp4,h264,38,1,19585,19194,
000047.mp4,hevc,18,1,132827,130171,
000047.mp4,hevc,28,1,48547,47577,
000047.mp4,hevc,38,1,22571,22120,
000047.mp4,av1,20,1,125632,123120,
000047.mp4,av1,30,1,79737,78143,
000047.mp4,av1,40,1,47845,46889,
000048.mp4,h264,18,1,129268,133147,
000048.mp4,h264,28,1,41682,42933,
000048.mp4,h264,38,1,16440,16934,
000048.mp4,hevc,18,1,125193,128949,
000048.mp4,hevc,28,1,41696,42947,
000048.mp4,hevc,38,1,19307,19887,
000048.mp4,av1,20,1,113066,116459,
000048.mp4,av1,30,1,70261,72369,
000048.mp4,av1,40,1,42147,43412,
000049.mp4,h264,18,1,111036,123251,
000049.mp4,h264,28,1,36697,40734,
000049.mp4,h264,38,1,14898,16537,
000049.mp4,hevc,18,1,108795,120763,
000049.mp4,hevc,28,1,37970,42147,
000049.mp4,hevc,38,1,18198,20200,
000049.mp4,av1,20,1,100088,111098,
000049.mp4,av1,30,1,62551,69432,
000049.mp4,av1,40,1,37714,41863,
000050.mp4,h264,18,1,114698,119860,
000050.mp4,h264,28,1,38120,39836,
000050.mp4,h264,38,1,15458,16154,
000050.mp4,hevc,18,1,112424,117484,
000050.mp4,hevc,28,1,39478,41255,
000050.mp4,hevc,38,1,18811,19658,
000050.mp4,av1,20,1,102755,107379,
000050.mp4,av1,30,1,64422,67322,
000050.mp4,av1,40,1,39293,41062,
000051.mp4,h264,18,1,110516,117148,
000051.mp4,h264,28,1,36988,39208,
000051.mp4,h264,38,1,15033,15936,
000051.mp4,hevc,18,1,110259,116875,
000051.mp4,hevc,28,1,38466,40775,
000051.mp4,hevc,38,1,18401,19506,
000051.mp4,av1,20,1,101247,107322,
000051.mp4,av1,30,1,63164,66954,
000051.mp4,av1,40,1,38271,40568,
000052.mp4,h264,18,1,153215,151683,
000052.mp4,h264,28,1,49195,48704,
000052.mp4,h264,38,1,19250,19058,
000052.mp4,hevc,18,1,142630,141204,
000052.mp4,hevc,28,1,48424,47940,
000052.mp4,hevc,38,1,21715,21498,
000052.mp4,av1,20,1,130269,128967,
000052.mp4,av1,30,1,80685,79879,
000052.mp4,av1,40,1,47870,47392,
000053.mp4,h264,18,1,133131,138457,
000053.mp4,h264,28,1,43957,45716,
000053.mp4,h264,38,1,17800,18513,
000053.mp4,hevc,18,1,127589,132693,
000053.mp4,hevc,28,1,44773,46564,
000053.mp4,hevc,38,1,20625,21451,
000053.mp4,av1,20,1,115937,120575,
000053.mp4,av1,30,1,73072,75995,
000053.mp4,av1,40,1,43949,45707,
000054.mp4,h264,18,1,135367,135367,
000054.mp4,h264,28,1,45347,45347,
000054.mp4,h264,38,1,18259,18259,
000054.mp4,hevc,18,1,130452,130452,
000054.mp4,hevc,28,1,46227,46227,
000054.mp4,hevc,38,1,21090,21090,
000054.mp4,av1,20,1,118934,118934,
000054.mp4,av1,30,1,74827,74827,
000054.mp4,av1,40,1,44619,44619,
000055.mp4,h264,18,1,130569,135139,
000055.mp4,h264,28,1,43348,44866,
000055.mp4,h264,38,1,17680,18299,
000055.mp4,hevc,18,1,126237,130656,
000055.mp4,hevc,28,1,44829,46399,
000055.mp4,hevc,38,1,20571,21292,
000055.mp4,av1,20,1,114343,118346,
000055.mp4,av1,30,1,72794,75342,
000055.mp4,av1,40,1,43575,45101,
000056.mp4,h264,18,1,128324,141157,
000056.mp4,h264,28,1,39808,43789,
000056.mp4,h264,38,1,15776,17354,
000056.mp4,hevc,18,1,123772,136150,
000056.mp4,hevc,28,1,40920,45013,
000056.mp4,hevc,38,1,18958,20854,
000056.mp4,av1,20,1,109088,119997,
000056.mp4,av1,30,1,67647,74412,
000056.mp4,av1,40,1,40787,44866,
000057.mp4,h264,18,1,123934,85515,
000057.mp4,h264,28,1,39030,26931,
000057.mp4,h264,38,1,16523,11401,
000057.mp4,hevc,18,1,119165,82224,
000057.mp4,hevc,28,1,41026,28308,
000057.mp4,hevc,38,1,20608,14220,
000057.mp4,av1,20,1,105495,72792,
000057.mp4,av1,30,1,65669,45312,
000057.mp4,av1,40,1,39820,27476,
000058.mp4,h264,18,1,106215,76475,
000058.mp4,h264,28,1,36158,26034,
000058.mp4,h264,38,1,15641,11262,
000058.mp4,hevc,18,1,106995,77037,
000058.mp4,hevc,28,1,38400,27648,
000058.mp4,hevc,38,1,19900,14328,
000058.mp4,av1,20,1,96490,69473,
000058.mp4,av1,30,1,60559,43603,
000058.mp4,av1,40,1,37083,26700,
000059.mp4,h264,18,1,109251,76476,
000059.mp4,h264,28,1,36801,25761,
000059.mp4,h264,38,1,15994,11196,
000059.mp4,hevc,18,1,108191,75734,
000059.mp4,hevc,28,1,39177,27424,
000059.mp4,hevc,38,1,20147,14103,
000059.mp4,av1,20,1,97107,67975,
000059.mp4,av1,30,1,61457,43020,
000059.mp4,av1,40,1,37725,26408,
000060.mp4,h264,18,1,106038,76348,
000060.mp4,h264,28,1,35813,25786,
000060.mp4,h264,38,1,15534,11185,
000060.mp4,hevc,18,1,105934,76273,
000060.mp4,hevc,28,1,38158,27474,
000060.mp4,hevc,38,1,19830,14278,
000060.mp4,av1,20,1,94598,68111,
000060.mp4,av1,30,1,60179,43329,
000060.mp4,av1,40,1,37120,26727,
000061.mp4,h264,18,1,102434,62997,
000061.mp4,h264,28,1,31393,19307,
000061.mp4,h264,38,1,13938,8572,
000061.mp4,hevc,18,1,99052,60917,
000061.mp4,hevc,28,1,34843,21429,
000061.mp4,hevc,38,1,18521,11391,
000061.mp4,av1,20,1,83552,51385,
000061.mp4,av1,30,1,52022,31994,
000061.mp4,av1,40,1,31639,19458,
000062.mp4,h264,18,1,89185,62876,
000062.mp4,h264,28,1,28337,19978,
000062.mp4,h264,38,1,12625,8901,
000062.mp4,hevc,18,1,85739,60446,
000062.mp4,hevc,28,1,31617,22290,
000062.mp4,hevc,38,1,17574,12390,
000062.mp4,av1,20,1,74344,52413,
000062.mp4,av1,30,1,47141,33235,
000062.mp4,av1,40,1,28868,20352,
000063.mp4,h264,18,1,91521,57201,
000063.mp4,h264,28,1,29736,18585,
000063.mp4,h264,38,1,13404,8378,
000063.mp4,hevc,18,1,92707,57942,
000063.mp4,hevc,28,1,33340,20838,
000063.mp4,hevc,38,1,18281,11426,
000063.mp4,av1,20,1,78956,49348,
000063.mp4,av1,30,1,50041,31276,
000063.mp4,av1,40,1,30824,19265,
000064.mp4,h264,18,1,82986,59335,
000064.mp4,h264,28,1,26689,19083,
000064.mp4,h264,38,1,12296,8792,
000064.mp4,hevc,18,1,81702,58417,
000064.mp4,hevc,28,1,30033,21474,
000064.mp4,hevc,38,1,16864,12058,
000064.mp4,av1,20,1,72251,51660,
000064.mp4,av1,30,1,45583,32592,
000064.mp4,av1,40,1,28419,20320,
000065.mp4,h264,18,1,88696,54992,
000065.mp4,h264,28,1,25891,16053,
000065.mp4,h264,38,1,11608,7197,
000065.mp4,hevc,18,1,85893,53254,
000065.mp4,hevc,28,1,30400,18848,
000065.mp4,hevc,38,1,17185,10655,
000065.mp4,av1,20,1,73637,45655,
000065.mp4,av1,30,1,46666,28933,
000065.mp4,av1,40,1,28479,17657,
000066.mp4,h264,18,1,79265,54693,
000066.mp4,h264,28,1,24849,17146,
000066.mp4,h264,38,1,11302,7799,
000066.mp4,hevc,18,1,75614,52174,
000066.mp4,hevc,28,1,28288,19519,
000066.mp4,hevc,38,1,16495,11382,
000066.mp4,av1,20,1,67092,46294,
000066.mp4,av1,30,1,42807,29537,
000066.mp4,av1,40,1,26668,18401,
000067.mp4,h264,18,1,82142,51750,
000067.mp4,h264,28,1,26307,16574,
000067.mp4,h264,38,1,11814,7443,
000067.mp4,hevc,18,1,78849,49675,
000067.mp4,hevc,28,1,29607,18653,
000067.mp4,hevc,38,1,17144,10801,
000067.mp4,av1,20,1,68726,43298,
000067.mp4,av1,30,1,44207,27851,
000067.mp4,av1,40,1,27500,17325,
000068.mp4,h264,18,1,78011,53828,
000068.mp4,h264,28,1,24494,16901,
000068.mp4,h264,38,1,11168,7706,
000068.mp4,hevc,18,1,74184,51187,
000068.mp4,hevc,28,1,27652,19080,
000068.mp4,hevc,38,1,16285,11237,
000068.mp4,av1,20,1,65543,45225,
000068.mp4,av1,30,1,41892,28906,
000068.mp4,av1,40,1,26373,18198,
000069.mp4,h264,18,1,117234,171748,
000069.mp4,h264,28,1,37051,54280,
000069.mp4,h264,38,1,15287,22396,
000069.mp4,hevc,18,1,109127,159872,
000069.mp4,hevc,28,1,36135,52938,
000069.mp4,hevc,38,1,17094,25043,
000069.mp4,av1,20,1,95819,140375,
000069.mp4,av1,30,1,59556,87251,
000069.mp4,av1,40,1,35383,51837,
000070.mp4,h264,18,1,103277,165244,
000070.mp4,h264,28,1,33941,54306,
000070.mp4,h264,38,1,14343,22949,
000070.mp4,hevc,18,1,97101,155363,
000070.mp4,hevc,28,1,33633,53814,
000070.mp4,hevc,38,1,16443,26310,
000070.mp4,av1,20,1,85851,137363,
000070.mp4,av1,30,1,53954,86327,
000070.mp4,av1,40,1,32590,52144,
000071.mp4,h264,18,1,107147,159114,
000071.mp4,h264,28,1,34742,51592,
000071.mp4,h264,38,1,14522,21566,
000071.mp4,hevc,18,1,99472,147717,
000071.mp4,hevc,28,1,34426,51123,
000071.mp4,hevc,38,1,16723,24835,
000071.mp4,av1,20,1,87733,130284,
000071.mp4,av1,30,1,55125,81862,
000071.mp4,av1,40,1,33414,49621,
000072.mp4,h264,18,1,100522,159831,
000072.mp4,h264,28,1,33188,52770,
000072.mp4,h264,38,1,14146,22493,
000072.mp4,hevc,18,1,95820,152355,
000072.mp4,hevc,28,1,33254,52875,
000072.mp4,hevc,38,1,16435,26132,
000072.mp4,av1,20,1,85255,135557,
000072.mp4,av1,30,1,53698,85381,
000072.mp4,av1,40,1,32538,51737,
000073.mp4,h264,18,1,105315,160080,
000073.mp4,h264,28,1,34501,52443,
000073.mp4,h264,38,1,14479,22009,
000073.mp4,hevc,18,1,98246,149334,
000073.mp4,hevc,28,1,33980,51651,
000073.mp4,hevc,38,1,16660,25324,
000073.mp4,av1,20,1,87342,132760,
