source,codec,kbps,feat_l2_rel,mel_cos,ser_agree
000021.mp4,opus,32,0.053276,0.999537,0
000021.mp4,opus,64,0.014181,0.999774,1
000021.mp4,opus,128,0.014272,0.999992,1
000021.mp4,mp3,64,0.066398,0.999965,0
000021.mp4,mp3,128,0.066709,0.999994,0
000021.mp4,mp3,256,0.066716,0.999994,0
000022.mp4,aac,32,0.007792,0.998656,1
000022.mp4,aac,64,0.002406,0.999978,1
000022.mp4,aac,128,0.002085,0.999976,1
000022.mp4,opus,32,0.053276,0.999537,0
000022.mp4,opus,64,0.014181,0.999774,1
000022.mp4,opus,128,0.014272,0.999992,1
000022.mp4,mp3,64,0.066398,0.999965,0
000022.mp4,mp3,128,0.066709,0.999994,0
000022.mp4,mp3,256,0.066716,0.999994,0
000023.mp4,aac,32,0.007792,0.998656,1
000023.mp4,aac,64,0.002406,0.999978,1
000023.mp4,aac,128,0.002085,0.999976,1
000023.mp4,opus,32,0.053276,0.999537,0
000023.mp4,opus,64,0.014181,0.999774,1
000023.mp4,opus,128,0.014272,0.999992,1
000023.mp4,mp3,64,0.066398,0.999965,0
000023.mp4,mp3,128,0.066709,0.999994,0
000023.mp4,mp3,256,0.066716,0.999994,0
000024.mp4,aac,32,0.0092,0.998524,1
000024.mp4,aac,64,0.00289,0.99997,1
000024.mp4,aac,128,0.002022,0.999983,1
000024.mp4,opus,32,0.058848,0.99955,1
000024.mp4,opus,64,0.022532,0.999871,1
000024.mp4,opus,128,0.020793,0.999996,1
000024.mp4,mp3,64,0.089387,0.999977,1
000024.mp4,mp3,128,0.089833,0.999999,1
000024.mp4,mp3,256,0.089835,0.999999,1
000025.mp4,aac,32,0.009132,0.998931,1
000025.mp4,aac,64,0.002815,0.999965,1
000025.mp4,aac,128,0.002311,0.99998,1
000025.mp4,opus,32,0.058688,0.999568,1
000025.mp4,opus,64,0.022113,0.999873,1
000025.mp4,opus,128,0.02056,0.999995,1
000025.mp4,mp3,64,0.087687,0.999966,1
000025.mp4,mp3,128,0.088337,0.999999,1
000025.mp4,mp3,256,0.088231,0.999999,1
000026.mp4,aac,32,0.009132,0.998931,1
000026.mp4,aac,64,0.002815,0.999965,1
000026.mp4,aac,128,0.002311,0.99998,1
000026.mp4,opus,32,0.058688,0.999568,1
000026.mp4,opus,64,0.022113,0.999873,1
000026.mp4,opus,128,0.02056,0.999995,1
000026.mp4,mp3,64,0.087687,0.999966,1
000026.mp4,mp3,128,0.088337,0.999999,1
000026.mp4,mp3,256,0.088231,0.999999,1
000027.mp4,aac,32,0.009132,0.998931,1
000027.mp4,aac,64,0.002815,0.999965,1
000027.mp4,aac,128,0.002311,0.99998,1
000027.mp4,opus,32,0.058688,0.999568,1
000027.mp4,opus,64,0.022113,0.999873,1
000027.mp4,opus,128,0.02056,0.999995,1
000027.mp4,mp3,64,0.087687,0.999966,1
000027.mp4,mp3,128,0.088337,0.999999,1
000027.mp4,mp3,256,0.088231,0.999999,1
000028.mp4,aac,32,0.00875,0.999234,1
000028.mp4,aac,64,0.002258,0.999965,1
000028.mp4,aac,128,0.002014,0.999953,1
000028.mp4,opus,32,0.062413,0.99925,0
000028.mp4,opus,64,0.01862,0.999784,1
000028.mp4,opus,128,0.018628,0.999994,1
000028.mp4,mp3,64,0.093009,0.999968,0
000028.mp4,mp3,128,0.092873,0.999998,0
000028.mp4,mp3,256,0.092866,0.999998,0
000029.mp4,aac,32,0.008393,0.998709,1
000029.mp4,aac,64,0.001778,0.999951,1
000029.mp4,aac,128,0.002315,0.999941,1
000029.mp4,opus,32,0.061117,0.998781,0
000029.mp4,opus,64,0.018364,0.999845,1
000029.mp4,opus,128,0.018221,0.999995,1
000029.mp4,mp3,64,0.090595,0.999974,0
000029.mp4,mp3,128,0.090737,0.999998,0
000029.mp4,mp3,256,0.090735,0.999998,0
000030.mp4,aac,32,0.008393,0.998709,1
000030.mp4,aac,64,0.001778,0.999951,1
000030.mp4,aac,128,0.002315,0.999941,1
000030.mp4,opus,32,0.061117,0.998781,0
000030.mp4,opus,64,0.018364,0.999845,1
000030.mp4,opus,128,0.018221,0.999995,1
000030.mp4,mp3,64,0.090595,0.999974,0
000030.mp4,mp3,128,0.090737,0.999998,0
000030.mp4,mp3,256,0.090735,0.999998,0
