source,codec,kbps,feat_l2_rel,mel_cos,ser_agree
03-01-01-01-01-01-01.wav,aac,32,0.023771,0.956784,1
03-01-01-01-01-01-01.wav,aac,64,0.006676,0.998089,1
03-01-01-01-01-01-01.wav,aac,128,0.003106,0.999942,1
03-01-01-01-01-01-01.wav,opus,32,0.012443,0.998672,1
03-01-01-01-01-01-01.wav,opus,64,0.007705,0.999597,1
03-01-01-01-01-01-01.wav,opus,128,0.004732,0.999832,1
03-01-01-01-01-01-01.wav,mp3,64,0.006771,0.999613,1
03-01-01-01-01-01-01.wav,mp3,128,0.006214,0.999989,1
03-01-01-01-01-01-01.wav,mp3,256,0.002537,1.0,1
03-01-01-01-01-02-01.wav,aac,32,0.012447,0.995581,1
03-01-01-01-01-02-01.wav,aac,64,0.008672,0.999089,1
03-01-01-01-01-02-01.wav,aac,128,0.003627,0.999953,1
03-01-01-01-01-02-01.wav,opus,32,0.013123,0.998026,1
03-01-01-01-01-02-01.wav,opus,64,0.008119,0.999606,1
03-01-01-01-01-02-01.wav,opus,128,0.005116,0.999783,1
03-01-01-01-01-02-01.wav,mp3,64,0.006872,0.999466,1
03-01-01-01-01-02-01.wav,mp3,128,0.006509,0.999994,1
03-01-01-01-01-02-01.wav,mp3,256,0.002856,1.0,1
03-01-01-01-02-01-01.wav,aac,32,0.017709,0.989051,1
03-01-01-01-02-01-01.wav,aac,64,0.008424,0.998893,1
03-01-01-01-02-01-01.wav,aac,128,0.00235,0.999982,1
03-01-01-01-02-01-01.wav,opus,32,0.011796,0.998601,1
03-01-01-01-02-01-01.wav,opus,64,0.006044,0.999605,1
03-01-01-01-02-01-01.wav,opus,128,0.003885,0.999928,1
03-01-01-01-02-01-01.wav,mp3,64,0.005707,0.999392,1
03-01-01-01-02-01-01.wav,mp3,128,0.006852,0.999996,1
03-01-01-01-02-01-01.wav,mp3,256,0.001952,1.0,1
03-01-01-01-02-02-01.wav,aac,32,0.013921,0.99638,1
03-01-01-01-02-02-01.wav,aac,64,0.009215,0.998869,1
03-01-01-01-02-02-01.wav,aac,128,0.002542,0.999979,1
03-01-01-01-02-02-01.wav,opus,32,0.010608,0.996053,1
03-01-01-01-02-02-01.wav,opus,64,0.006953,0.999615,0
03-01-01-01-02-02-01.wav,opus,128,0.004846,0.999878,0
03-01-01-01-02-02-01.wav,mp3,64,0.006905,0.999518,1
03-01-01-01-02-02-01.wav,mp3,128,0.006715,0.999984,1
03-01-01-01-02-02-01.wav,mp3,256,0.002344,1.0,1
03-01-02-01-01-01-01.wav,aac,32,0.014085,0.996435,1
03-01-02-01-01-01-01.wav,aac,64,0.007372,0.999381,1
03-01-02-01-01-01-01.wav,aac,128,0.002825,0.999967,1
03-01-02-01-01-01-01.wav,opus,32,0.011503,0.996509,1
03-01-02-01-01-01-01.wav,opus,64,0.006594,0.999511,1
03-01-02-01-01-01-01.wav,opus,128,0.00414,0.999819,1
03-01-02-01-01-01-01.wav,mp3,64,0.005371,0.999543,1
03-01-02-01-01-01-01.wav,mp3,128,0.006049,0.999995,1
03-01-02-01-01-01-01.wav,mp3,256,0.00294,1.0,1
03-01-02-01-01-02-01.wav,aac,32,0.057738,0.998367,0
03-01-02-01-01-02-01.wav,aac,64,0.008507,0.998707,1
03-01-02-01-01-02-01.wav,aac,128,0.003373,0.999979,1
03-01-02-01-01-02-01.wav,opus,32,0.01514,0.998811,1
03-01-02-01-01-02-01.wav,opus,64,0.008886,0.998973,1
03-01-02-01-01-02-01.wav,opus,128,0.005058,0.999467,1
03-01-02-01-01-02-01.wav,mp3,64,0.008267,0.999127,1
03-01-02-01-01-02-01.wav,mp3,128,0.006418,0.999991,1
03-01-02-01-01-02-01.wav,mp3,256,0.002448,1.0,1
03-01-02-01-02-01-01.wav,aac,32,0.016733,0.992539,1
03-01-02-01-02-01-01.wav,aac,64,0.010121,0.998989,1
03-01-02-01-02-01-01.wav,aac,128,0.003861,0.999951,1
03-01-02-01-02-01-01.wav,opus,32,0.01368,0.995723,1
03-01-02-01-02-01-01.wav,opus,64,0.008338,0.999427,1
03-01-02-01-02-01-01.wav,opus,128,0.005588,0.999905,1
03-01-02-01-02-01-01.wav,mp3,64,0.007322,0.999493,1
03-01-02-01-02-01-01.wav,mp3,128,0.00615,0.999996,1
03-01-02-01-02-01-01.wav,mp3,256,0.003413,1.0,1
03-01-02-01-02-02-01.wav,aac,32,0.013067,0.990815,1
03-01-02-01-02-02-01.wav,aac,64,0.005436,0.999511,1
03-01-02-01-02-02-01.wav,aac,128,0.003503,0.999918,1
03-01-02-01-02-02-01.wav,opus,32,0.012672,0.998097,1
03-01-02-01-02-02-01.wav,opus,64,0.007379,0.999554,1
03-01-02-01-02-02-01.wav,opus,128,0.004626,0.999908,1
03-01-02-01-02-02-01.wav,mp3,64,0.00638,0.999109,1
03-01-02-01-02-02-01.wav,mp3,128,0.006278,0.999988,1
03-01-02-01-02-02-01.wav,mp3,256,0.002776,1.0,1
03-01-02-02-01-01-01.wav,aac,32,0.014266,0.993372,1
03-01-02-02-01-01-01.wav,aac,64,0.009345,0.999323,1
03-01-02-02-01-01-01.wav,aac,128,0.004222,0.999939,1
03-01-02-02-01-01-01.wav,opus,32,0.012326,0.994899,1
03-01-02-02-01-01-01.wav,opus,64,0.007751,0.999361,1
03-01-02-02-01-01-01.wav,opus,128,0.005346,0.999829,1
03-01-02-02-01-01-01.wav,mp3,64,0.006208,0.999535,1
03-01-02-02-01-01-01.wav,mp3,128,0.006272,0.99999,1
03-01-02-02-01-01-01.wav,mp3,256,0.004436,1.0,1
03-01-02-02-01-02-01.wav,aac,32,0.019696,0.987729,1
03-01-02-02-01-02-01.wav,aac,64,0.008951,0.999579,1
03-01-02-02-01-02-01.wav,aac,128,0.003365,0.999982,1
03-01-02-02-01-02-01.wav,opus,32,0.018944,0.99608,1
03-01-02-02-01-02-01.wav,opus,64,0.009567,0.999184,1
03-01-02-02-01-02-01.wav,opus,128,0.005654,0.999872,1
03-01-02-02-01-02-01.wav,mp3,64,0.006971,0.999496,1
03-01-02-02-01-02-01.wav,mp3,128,0.007174,0.999997,1
03-01-02-02-01-02-01.wav,mp3,256,0.003356,1.0,1
03-01-02-02-02-01-01.wav,aac,32,0.021392,0.997076,0
03-01-02-02-02-01-01.wav,aac,64,0.012013,0.999508,0
03-01-02-02-02-01-01.wav,aac,128,0.005779,0.999938,1
03-01-02-02-02-01-01.wav,opus,32,0.018556,0.995484,0
03-01-02-02-02-01-01.wav,opus,64,0.009052,0.999442,0
03-01-02-02-02-01-01.wav,opus,128,0.007512,0.999884,0
03-01-02-02-02-01-01.wav,mp3,64,0.007345,0.999531,0
03-01-02-02-02-01-01.wav,mp3,128,0.007747,0.999993,1
03-01-02-02-02-01-01.wav,mp3,256,0.005918,1.0,1
03-01-02-02-02-02-01.wav,aac,32,0.023009,0.990253,0
03-01-02-02-02-02-01.wav,aac,64,0.012163,0.999481,0
03-01-02-02-02-02-01.wav,aac,128,0.004442,0.99996,0
03-01-02-02-02-02-01.wav,opus,32,0.018356,0.994369,0
03-01-02-02-02-02-01.wav,opus,64,0.011442,0.999802,0
03-01-02-02-02-02-01.wav,opus,128,0.007604,0.999928,0
03-01-02-02-02-02-01.wav,mp3,64,0.007922,0.99974,0
03-01-02-02-02-02-01.wav,mp3,128,0.007008,0.999996,0
03-01-02-02-02-02-01.wav,mp3,256,0.004183,1.0,0
03-01-03-01-01-01-01.wav,aac,32,0.018006,0.995389,0
03-01-03-01-01-01-01.wav,aac,64,0.005221,0.999598,0
03-01-03-01-01-01-01.wav,aac,128,0.003198,0.999965,0
03-01-03-01-01-01-01.wav,opus,32,0.015649,0.998465,0
03-01-03-01-01-01-01.wav,opus,64,0.009133,0.999538,0
03-01-03-01-01-01-01.wav,opus,128,0.005224,0.999895,0
03-01-03-01-01-01-01.wav,mp3,64,0.008264,0.999514,0
03-01-03-01-01-01-01.wav,mp3,128,0.007556,0.999989,0
03-01-03-01-01-01-01.wav,mp3,256,0.002786,1.0,1
03-01-03-01-01-02-01.wav,aac,32,0.015113,0.995167,1
03-01-03-01-01-02-01.wav,aac,64,0.007924,0.999149,1
03-01-03-01-01-02-01.wav,aac,128,0.003004,0.99999,1
03-01-03-01-01-02-01.wav,opus,32,0.014218,0.998689,1
03-01-03-01-01-02-01.wav,opus,64,0.012228,0.999395,1
03-01-03-01-01-02-01.wav,opus,128,0.007351,0.99986,1
03-01-03-01-01-02-01.wav,mp3,64,0.008851,0.999694,1
03-01-03-01-01-02-01.wav,mp3,128,0.007915,0.999992,1
03-01-03-01-01-02-01.wav,mp3,256,0.002373,1.0,1
03-01-03-01-02-01-01.wav,aac,32,0.015644,0.993667,0
03-01-03-01-02-01-01.wav,aac,64,0.010123,0.999202,1
03-01-03-01-02-01-01.wav,aac,128,0.002458,0.999977,1
03-01-03-01-02-01-01.wav,opus,32,0.016179,0.996942,1
03-01-03-01-02-01-01.wav,opus,64,0.006891,0.999008,1
03-01-03-01-02-01-01.wav,opus,128,0.004218,0.999857,1
03-01-03-01-02-01-01.wav,mp3,64,0.007064,0.999728,1
03-01-03-01-02-01-01.wav,mp3,128,0.006993,0.999992,1
03-01-03-01-02-01-01.wav,mp3,256,0.002095,1.0,1
03-01-03-01-02-02-01.wav,aac,32,0.013476,0.992116,1
03-01-03-01-02-02-01.wav,aac,64,0.008378,0.999564,1
03-01-03-01-02-02-01.wav,aac,128,0.003407,0.999983,1
03-01-03-01-02-02-01.wav,opus,32,0.017924,0.996411,1
03-01-03-01-02-02-01.wav,opus,64,0.01094,0.999312,1
03-01-03-01-02-02-01.wav,opus,128,0.007503,0.999874,1
03-01-03-01-02-02-01.wav,mp3,64,0.009086,0.999631,1
03-01-03-01-02-02-01.wav,mp3,128,0.007321,0.999994,1
03-01-03-01-02-02-01.wav,mp3,256,0.002851,1.0,1
03-01-03-02-01-01-01.wav,aac,32,0.015742,0.990663,1
03-01-03-02-01-01-01.wav,aac,64,0.008262,0.998634,1
03-01-03-02-01-01-01.wav,aac,128,0.004176,0.999994,1
03-01-03-02-01-01-01.wav,opus,32,0.017273,0.996623,1
03-01-03-02-01-01-01.wav,opus,64,0.014476,0.999571,1
03-01-03-02-01-01-01.wav,opus,128,0.010017,0.999836,1
03-01-03-02-01-01-01.wav,mp3,64,0.00839,0.999623,1
03-01-03-02-01-01-01.wav,mp3,128,0.00883,0.999989,1
03-01-03-02-01-01-01.wav,mp3,256,0.004069,1.0,1
03-01-03-02-01-02-01.wav,aac,32,0.02104,0.9834,1
03-01-03-02-01-02-01.wav,aac,64,0.011338,0.999337,1
03-01-03-02-01-02-01.wav,aac,128,0.003601,0.999961,1
03-01-03-02-01-02-01.wav,opus,32,0.019406,0.999258,1
03-01-03-02-01-02-01.wav,opus,64,0.018082,0.999577,1
03-01-03-02-01-02-01.wav,opus,128,0.012108,0.99994,1
03-01-03-02-01-02-01.wav,mp3,64,0.011456,0.9989,1
03-01-03-02-01-02-01.wav,mp3,128,0.008768,0.999985,1
03-01-03-02-01-02-01.wav,mp3,256,0.003494,1.0,1
03-01-03-02-02-01-01.wav,aac,32,0.030984,0.993922,1
03-01-03-02-02-01-01.wav,aac,64,0.016209,0.999031,1
03-01-03-02-02-01-01.wav,aac,128,0.006162,0.99998,1
03-01-03-02-02-01-01.wav,opus,32,0.024886,0.999156,1
03-01-03-02-02-01-01.wav,opus,64,0.025836,0.999806,1
03-01-03-02-02-01-01.wav,opus,128,0.018806,0.999865,1
03-01-03-02-02-01-01.wav,mp3,64,0.014108,0.999545,1
03-01-03-02-02-01-01.wav,mp3,128,0.010452,0.999992,1
03-01-03-02-02-01-01.wav,mp3,256,0.004481,1.0,1
03-01-03-02-02-02-01.wav,aac,32,0.027639,0.994345,1
03-01-03-02-02-02-01.wav,aac,64,0.016695,0.998559,1
03-01-03-02-02-02-01.wav,aac,128,0.007624,0.999958,1
03-01-03-02-02-02-01.wav,opus,32,0.026635,0.998924,1
03-01-03-02-02-02-01.wav,opus,64,0.025995,0.9994,1
03-01-03-02-02-02-01.wav,opus,128,0.017787,0.999862,1
03-01-03-02-02-02-01.wav,mp3,64,0.014477,0.999449,1
03-01-03-02-02-02-01.wav,mp3,128,0.0108,0.999991,1
03-01-03-02-02-02-01.wav,mp3,256,0.005688,1.0,1
03-01-04-01-01-01-01.wav,aac,32,0.01883,0.98487,1
03-01-04-01-01-01-01.wav,aac,64,0.010464,0.999499,1
03-01-04-01-01-01-01.wav,aac,128,0.004415,0.999974,1
03-01-04-01-01-01-01.wav,opus,32,0.017888,0.993688,1
03-01-04-01-01-01-01.wav,opus,64,0.011109,0.999367,1
03-01-04-01-01-01-01.wav,opus,128,0.007295,0.999926,1
03-01-04-01-01-01-01.wav,mp3,64,0.008227,0.999133,1
03-01-04-01-01-01-01.wav,mp3,128,0.007449,0.999992,1
03-01-04-01-01-01-01.wav,mp3,256,0.003283,1.0,1
03-01-04-01-01-02-01.wav,aac,32,0.013849,0.985944,0
03-01-04-01-01-02-01.wav,aac,64,0.005036,0.999627,0
03-01-04-01-01-02-01.wav,aac,128,0.003587,0.99996,0
03-01-04-01-01-02-01.wav,opus,32,0.013576,0.995755,0
03-01-04-01-01-02-01.wav,opus,64,0.007952,0.999574,0
03-01-04-01-01-02-01.wav,opus,128,0.004545,0.999844,0
03-01-04-01-01-02-01.wav,mp3,64,0.006247,0.999674,0
03-01-04-01-01-02-01.wav,mp3,128,0.006443,0.999995,0
03-01-04-01-01-02-01.wav,mp3,256,0.002793,1.0,0
03-01-04-01-02-01-01.wav,aac,32,0.01218,0.997173,1
03-01-04-01-02-01-01.wav,aac,64,0.009012,0.999726,1
03-01-04-01-02-01-01.wav,aac,128,0.003658,0.999953,1
03-01-04-01-02-01-01.wav,opus,32,0.01168,0.996383,1
03-01-04-01-02-01-01.wav,opus,64,0.007663,0.999696,1
03-01-04-01-02-01-01.wav,opus,128,0.004627,0.999926,1
03-01-04-01-02-01-01.wav,mp3,64,0.006331,0.999675,1
03-01-04-01-02-01-01.wav,mp3,128,0.006453,0.999997,1
03-01-04-01-02-01-01.wav,mp3,256,0.002753,1.0,1
03-01-04-01-02-02-01.wav,aac,32,0.011671,0.991072,0
03-01-04-01-02-02-01.wav,aac,64,0.006907,0.998817,0
03-01-04-01-02-02-01.wav,aac,128,0.002957,0.999969,0
03-01-04-01-02-02-01.wav,opus,32,0.011771,0.993225,0
03-01-04-01-02-02-01.wav,opus,64,0.00831,0.999365,0
03-01-04-01-02-02-01.wav,opus,128,0.003982,0.99993,0
03-01-04-01-02-02-01.wav,mp3,64,0.006358,0.999664,0
03-01-04-01-02-02-01.wav,mp3,128,0.006432,0.999993,0
03-01-04-01-02-02-01.wav,mp3,256,0.002669,1.0,0
03-01-04-02-01-01-01.wav,aac,32,0.020594,0.995105,1
03-01-04-02-01-01-01.wav,aac,64,0.02619,0.957296,1
03-01-04-02-01-01-01.wav,aac,128,0.003956,0.999956,1
03-01-04-02-01-01-01.wav,opus,32,0.0184,0.998196,1
03-01-04-02-01-01-01.wav,opus,64,0.010261,0.999489,1
03-01-04-02-01-01-01.wav,opus,128,0.005995,0.999943,1
03-01-04-02-01-01-01.wav,mp3,64,0.00692,0.999596,1
03-01-04-02-01-01-01.wav,mp3,128,0.00711,0.999997,1
03-01-04-02-01-01-01.wav,mp3,256,0.003518,1.0,1
03-01-04-02-01-02-01.wav,aac,32,0.021371,0.993156,0
03-01-04-02-01-02-01.wav,aac,64,0.011493,0.999383,1
03-01-04-02-01-02-01.wav,aac,128,0.00421,0.999987,1
03-01-04-02-01-02-01.wav,opus,32,0.019688,0.99842,0
03-01-04-02-01-02-01.wav,opus,64,0.0147,0.999712,1
03-01-04-02-01-02-01.wav,opus,128,0.010676,0.999924,1
03-01-04-02-01-02-01.wav,mp3,64,0.012258,0.999597,1
03-01-04-02-01-02-01.wav,mp3,128,0.00784,0.999978,1
03-01-04-02-01-02-01.wav,mp3,256,0.003795,1.0,1
03-01-04-02-02-01-01.wav,aac,32,0.021387,0.993667,0
03-01-04-02-02-01-01.wav,aac,64,0.011052,0.998895,0
03-01-04-02-02-01-01.wav,aac,128,0.003737,0.999989,1
03-01-04-02-02-01-01.wav,opus,32,0.020339,0.998145,0
03-01-04-02-02-01-01.wav,opus,64,0.015076,0.999776,0
03-01-04-02-02-01-01.wav,opus,128,0.01038,0.999901,0
03-01-04-02-02-01-01.wav,mp3,64,0.012339,0.999519,0
03-01-04-02-02-01-01.wav,mp3,128,0.008185,0.999997,1
03-01-04-02-02-01-01.wav,mp3,256,0.003106,1.0,1
03-01-04-02-02-02-01.wav,aac,32,0.019149,0.995568,0
03-01-04-02-02-02-01.wav,aac,64,0.012169,0.999065,0
03-01-04-02-02-02-01.wav,aac,128,0.004933,0.999989,0
03-01-04-02-02-02-01.wav,opus,32,0.020733,0.997153,0
03-01-04-02-02-02-01.wav,opus,64,0.016119,0.999637,0
03-01-04-02-02-02-01.wav,opus,128,0.010042,0.999872,0
03-01-04-02-02-02-01.wav,mp3,64,0.011667,0.999429,0
03-01-04-02-02-02-01.wav,mp3,128,0.00856,0.999993,0
03-01-04-02-02-02-01.wav,mp3,256,0.003964,1.0,0
03-01-05-01-01-01-01.wav,aac,32,0.023914,0.991619,1
03-01-05-01-01-01-01.wav,aac,64,0.013807,0.998589,1
03-01-05-01-01-01-01.wav,aac,128,0.005817,0.99999,1
03-01-05-01-01-01-01.wav,opus,32,0.019595,0.997944,1
03-01-05-01-01-01-01.wav,opus,64,0.013554,0.999375,1
03-01-05-01-01-01-01.wav,opus,128,0.008426,0.999843,1
03-01-05-01-01-01-01.wav,mp3,64,0.009687,0.99901,1
03-01-05-01-01-01-01.wav,mp3,128,0.009977,0.999987,1
03-01-05-01-01-01-01.wav,mp3,256,0.005044,1.0,1
03-01-05-01-01-02-01.wav,aac,32,0.03298,0.987685,1
03-01-05-01-01-02-01.wav,aac,64,0.017582,0.998858,1
03-01-05-01-01-02-01.wav,aac,128,0.007804,0.999974,1
03-01-05-01-01-02-01.wav,opus,32,0.023409,0.998861,1
03-01-05-01-01-02-01.wav,opus,64,0.019079,0.999642,1
03-01-05-01-01-02-01.wav,opus,128,0.014,0.999898,1
03-01-05-01-01-02-01.wav,mp3,64,0.0152,0.998888,1
03-01-05-01-01-02-01.wav,mp3,128,0.011137,0.999983,1
03-01-05-01-01-02-01.wav,mp3,256,0.005822,0.999999,1
03-01-05-01-02-01-01.wav,aac,32,0.017064,0.993683,1
03-01-05-01-02-01-01.wav,aac,64,0.008533,0.997694,1
03-01-05-01-02-01-01.wav,aac,128,0.004311,0.99999,1
03-01-05-01-02-01-01.wav,opus,32,0.017615,0.999188,1
03-01-05-01-02-01-01.wav,opus,64,0.012367,0.999554,1
03-01-05-01-02-01-01.wav,opus,128,0.008486,0.999821,1
03-01-05-01-02-01-01.wav,mp3,64,0.009663,0.999704,1
03-01-05-01-02-01-01.wav,mp3,128,0.008811,0.99999,1
03-01-05-01-02-01-01.wav,mp3,256,0.003698,1.0,1
03-01-05-01-02-02-01.wav,aac,32,0.024979,0.990665,1
03-01-05-01-02-02-01.wav,aac,64,0.010804,0.988679,1
03-01-05-01-02-02-01.wav,aac,128,0.005801,0.999948,1
03-01-05-01-02-02-01.wav,opus,32,0.019156,0.999399,1
03-01-05-01-02-02-01.wav,opus,64,0.015373,0.999717,1
03-01-05-01-02-02-01.wav,opus,128,0.010328,0.999878,1
03-01-05-01-02-02-01.wav,mp3,64,0.011476,0.998991,1
03-01-05-01-02-02-01.wav,mp3,128,0.009797,0.999994,1
03-01-05-01-02-02-01.wav,mp3,256,0.004563,1.0,1
03-01-05-02-01-01-01.wav,aac,32,0.030307,0.985766,1
03-01-05-02-01-01-01.wav,aac,64,0.016406,0.99943,1
03-01-05-02-01-01-01.wav,aac,128,0.011534,0.999979,1
03-01-05-02-01-01-01.wav,opus,32,0.030015,0.999529,1
03-01-05-02-01-01-01.wav,opus,64,0.015819,0.99983,1
03-01-05-02-01-01-01.wav,opus,128,0.012593,0.999947,1
03-01-05-02-01-01-01.wav,mp3,64,0.020921,0.999686,1
03-01-05-02-01-01-01.wav,mp3,128,0.021801,0.999972,1
03-01-05-02-01-01-01.wav,mp3,256,0.011148,1.0,1
03-01-05-02-01-02-01.wav,aac,32,0.038922,0.980122,1
03-01-05-02-01-02-01.wav,aac,64,0.027261,0.999472,1
03-01-05-02-01-02-01.wav,aac,128,0.016292,0.999965,1
03-01-05-02-01-02-01.wav,opus,32,0.048991,0.999235,1
03-01-05-02-01-02-01.wav,opus,64,0.036476,0.999744,1
03-01-05-02-01-02-01.wav,opus,128,0.024832,0.999925,1
03-01-05-02-01-02-01.wav,mp3,64,0.018614,0.999657,1
03-01-05-02-01-02-01.wav,mp3,128,0.019905,0.999993,1
03-01-05-02-01-02-01.wav,mp3,256,0.014503,1.0,1
03-01-05-02-02-01-01.wav,aac,32,0.033965,0.992543,1
03-01-05-02-02-01-01.wav,aac,64,0.014917,0.999606,1
03-01-05-02-02-01-01.wav,aac,128,0.011332,0.999958,1
03-01-05-02-02-01-01.wav,opus,32,0.03642,0.998724,1
03-01-05-02-02-01-01.wav,opus,64,0.020583,0.99976,1
03-01-05-02-02-01-01.wav,opus,128,0.013757,0.999903,1
03-01-05-02-02-01-01.wav,mp3,64,0.014082,0.999722,1
03-01-05-02-02-01-01.wav,mp3,128,0.015606,0.999984,1
03-01-05-02-02-01-01.wav,mp3,256,0.009735,0.999999,1
03-01-05-02-02-02-01.wav,aac,32,0.045881,0.996395,1
03-01-05-02-02-02-01.wav,aac,64,0.048414,0.986884,1
03-01-05-02-02-02-01.wav,aac,128,0.031538,0.999451,1
03-01-05-02-02-02-01.wav,opus,32,0.03351,0.999479,0
03-01-05-02-02-02-01.wav,opus,64,0.022309,0.999734,1
03-01-05-02-02-02-01.wav,opus,128,0.016863,0.999906,1
03-01-05-02-02-02-01.wav,mp3,64,0.051521,0.999427,0
03-01-05-02-02-02-01.wav,mp3,128,0.049405,0.999988,0
03-01-05-02-02-02-01.wav,mp3,256,0.0139,0.999999,1
03-01-06-01-01-01-01.wav,aac,32,0.013254,0.996675,0
03-01-06-01-01-01-01.wav,aac,64,0.005661,0.99965,1
03-01-06-01-01-01-01.wav,aac,128,0.004494,0.999989,1
03-01-06-01-01-01-01.wav,opus,32,0.015298,0.997939,1
03-01-06-01-01-01-01.wav,opus,64,0.009704,0.999533,1
03-01-06-01-01-01-01.wav,opus,128,0.006205,0.999823,1
03-01-06-01-01-01-01.wav,mp3,64,0.007345,0.99916,1
03-01-06-01-01-01-01.wav,mp3,128,0.008656,0.999983,1
03-01-06-01-01-01-01.wav,mp3,256,0.00423,1.0,1
03-01-06-01-01-02-01.wav,aac,32,0.018375,0.994869,0
03-01-06-01-01-02-01.wav,aac,64,0.007471,0.999149,1
03-01-06-01-01-02-01.wav,aac,128,0.004575,0.999991,1
03-01-06-01-01-02-01.wav,opus,32,0.018072,0.998644,1
03-01-06-01-01-02-01.wav,opus,64,0.015213,0.999717,1
03-01-06-01-01-02-01.wav,opus,128,0.010035,0.999904,1
03-01-06-01-01-02-01.wav,mp3,64,0.010217,0.999746,1
03-01-06-01-01-02-01.wav,mp3,128,0.008354,0.999996,1
03-01-06-01-01-02-01.wav,mp3,256,0.004006,1.0,1
03-01-06-01-02-01-01.wav,aac,32,0.011006,0.981966,1
03-01-06-01-02-01-01.wav,aac,64,0.006442,0.999588,1
03-01-06-01-02-01-01.wav,aac,128,0.003899,0.999928,1
03-01-06-01-02-01-01.wav,opus,32,0.014338,0.997159,1
03-01-06-01-02-01-01.wav,opus,64,0.007843,0.999681,1
03-01-06-01-02-01-01.wav,opus,128,0.005179,0.999877,1
03-01-06-01-02-01-01.wav,mp3,64,0.007749,0.999455,1
03-01-06-01-02-01-01.wav,mp3,128,0.007967,0.999993,1
03-01-06-01-02-01-01.wav,mp3,256,0.0034,1.0,1
03-01-06-01-02-02-01.wav,aac,32,0.01607,0.99103,0
03-01-06-01-02-02-01.wav,aac,64,0.008124,0.987721,1
03-01-06-01-02-02-01.wav,aac,128,0.004319,0.99998,1
03-01-06-01-02-02-01.wav,opus,32,0.017078,0.995385,1
03-01-06-01-02-02-01.wav,opus,64,0.009351,0.999575,1
03-01-06-01-02-02-01.wav,opus,128,0.006015,0.999799,1
03-01-06-01-02-02-01.wav,mp3,64,0.007392,0.999461,1
03-01-06-01-02-02-01.wav,mp3,128,0.007882,0.999985,1
03-01-06-01-02-02-01.wav,mp3,256,0.004354,1.0,1
03-01-06-02-01-01-01.wav,aac,32,0.039738,0.994921,1
03-01-06-02-01-01-01.wav,aac,64,0.020166,0.999246,1
03-01-06-02-01-01-01.wav,aac,128,0.012376,0.999934,1
03-01-06-02-01-01-01.wav,opus,32,0.048851,0.999471,1
03-01-06-02-01-01-01.wav,opus,64,0.022627,0.999605,1
03-01-06-02-01-01-01.wav,opus,128,0.014889,0.999885,1
03-01-06-02-01-01-01.wav,mp3,64,0.012123,0.999531,1
03-01-06-02-01-01-01.wav,mp3,128,0.015919,0.999991,1
03-01-06-02-01-01-01.wav,mp3,256,0.010198,1.0,1
03-01-06-02-01-02-01.wav,aac,32,0.041623,0.999562,1
03-01-06-02-01-02-01.wav,aac,64,0.020627,0.999877,1
03-01-06-02-01-02-01.wav,aac,128,0.010086,0.999989,1
03-01-06-02-01-02-01.wav,opus,32,0.03665,0.999549,1
03-01-06-02-01-02-01.wav,opus,64,0.020804,0.99971,1
03-01-06-02-01-02-01.wav,opus,128,0.013434,0.99996,1
03-01-06-02-01-02-01.wav,mp3,64,0.011889,0.999863,1
03-01-06-02-01-02-01.wav,mp3,128,0.014466,0.999996,1
03-01-06-02-01-02-01.wav,mp3,256,0.007816,1.0,1
03-01-06-02-02-01-01.wav,aac,32,0.043459,0.992943,1
03-01-06-02-02-01-01.wav,aac,64,0.022925,0.99973,1
03-01-06-02-02-01-01.wav,aac,128,0.012193,0.999978,1
03-01-06-02-02-01-01.wav,opus,32,0.043762,0.999461,1
03-01-06-02-02-01-01.wav,opus,64,0.024232,0.999866,1
03-01-06-02-02-01-01.wav,opus,128,0.016188,0.999962,1
03-01-06-02-02-01-01.wav,mp3,64,0.017126,0.999742,1
03-01-06-02-02-01-01.wav,mp3,128,0.016518,0.999995,1
03-01-06-02-02-01-01.wav,mp3,256,0.008997,1.0,1
03-01-06-02-02-02-01.wav,aac,32,0.034784,0.975273,1
03-01-06-02-02-02-01.wav,aac,64,0.015594,0.999351,1
03-01-06-02-02-02-01.wav,aac,128,0.008745,0.999969,1
03-01-06-02-02-02-01.wav,opus,32,0.035004,0.999112,1
03-01-06-02-02-02-01.wav,opus,64,0.024527,0.999554,1
03-01-06-02-02-02-01.wav,opus,128,0.015493,0.999921,1
03-01-06-02-02-02-01.wav,mp3,64,0.013434,0.99965,1
03-01-06-02-02-02-01.wav,mp3,128,0.01351,0.999991,1
03-01-06-02-02-02-01.wav,mp3,256,0.008184,0.999999,1
03-01-07-01-01-01-01.wav,aac,32,0.017626,0.997771,1
03-01-07-01-01-01-01.wav,aac,64,0.011755,0.999778,1
03-01-07-01-01-01-01.wav,aac,128,0.00408,0.999981,1
03-01-07-01-01-01-01.wav,opus,32,0.023642,0.999052,1
03-01-07-01-01-01-01.wav,opus,64,0.013314,0.999711,1
03-01-07-01-01-01-01.wav,opus,128,0.007755,0.99995,1
03-01-07-01-01-01-01.wav,mp3,64,0.007784,0.999763,1
03-01-07-01-01-01-01.wav,mp3,128,0.007697,0.999997,1
03-01-07-01-01-01-01.wav,mp3,256,0.003407,1.0,1
03-01-07-01-01-02-01.wav,aac,32,0.009846,0.99415,1
03-01-07-01-01-02-01.wav,aac,64,0.010234,0.999006,1
03-01-07-01-01-02-01.wav,aac,128,0.004487,0.999991,1
